I,R,P,O,D
Zebronics Saga 3 W Bluetooth  Speaker,4.2,₹533,₹599,11% off,https://www.flipkart.com/zebronics-saga-3-w-bluetooth-speaker/p/itm6abd808dcd465?pid=ACCF6C3BWJGTZYRJ&lid=LSTACCF6C3BWJGTZYRJURYIFE&marketplace=FLIPKART&srno=b_8_282&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=04dc9d42-f7f4-42aa-82e0-2f8e8d139162.ACCF6C3BWJGTZYRJ.SEARCH&ssid=l9r50c2n3k0000001609474539013
Olbon AMP SPZero Portable Wireless Bluetooth Speaker & Speakerphone 24 W Bluetooth  Speaker,3.8,₹539,"₹1,390",61% off,https://www.flipkart.com/olbon-amp-spzero-portable-wireless-bluetooth-speaker-speakerphone-24-w/p/itm8713333440ad1?pid=ACCFZYBN5SRJFMXD&lid=LSTACCFZYBN5SRJFMXDDEQ04W&marketplace=FLIPKART&srno=b_8_283&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=04dc9d42-f7f4-42aa-82e0-2f8e8d139162.ACCFZYBN5SRJFMXD.SEARCH&ssid=l9r50c2n3k0000001609474539013
Olbon SPne 4 W Bluetooth  Speaker,3.8,₹373,"₹1,390",73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_8_284&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_iY1r38YbGwCoa%2FW4h3tLu1KFRbcvDcj9hzA4K0d0UYoPaH6zej2tMDHaIvJdZLU7pCTkhV96blXD18MVUO7AnA%3D%3D&ssid=l9r50c2n3k0000001609474539013
Olbon AMP SPZero Portable Wireless Bluetooth Speaker & Speakerphone 24 W Bluetooth  Speaker,3.8,₹539,"₹1,390",61% off,https://www.flipkart.com/olbon-amp-spzero-portable-wireless-bluetooth-speaker-speakerphone-24-w/p/itm8f69e0e1eeb32?pid=ACCFZYBM47STDZHV&lid=LSTACCFZYBM47STDZHV8ITLMP&marketplace=FLIPKART&srno=b_8_285&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=04dc9d42-f7f4-42aa-82e0-2f8e8d139162.ACCFZYBM47STDZHV.SEARCH&ssid=l9r50c2n3k0000001609474539013
Olbon AMP SPZero Portable Wireless Bluetooth Speaker & Speakerphone 24 W Bluetooth  Speaker,3,₹539,"₹1,390",61% off,https://www.flipkart.com/olbon-amp-spzero-portable-wireless-bluetooth-speaker-speakerphone-24-w/p/itm4570d481cb119?pid=ACCFZYBMTUYC6TFF&lid=LSTACCFZYBMTUYC6TFFQMHUTQ&marketplace=FLIPKART&srno=b_8_286&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=04dc9d42-f7f4-42aa-82e0-2f8e8d139162.ACCFZYBMTUYC6TFF.SEARCH&ssid=l9r50c2n3k0000001609474539013
Lumiford HD85 Bluetooth Headset,3.2,"₹1,249","₹4,175",70% off,https://www.flipkart.com/lumiford-hd85-bluetooth-headset/p/itm1c06feea7ad3a?pid=ACCFHE8BYBCVPCZ3&lid=LSTACCFHE8BYBCVPCZ3EFYASP&marketplace=FLIPKART&srno=b_8_287&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=04dc9d42-f7f4-42aa-82e0-2f8e8d139162.ACCFHE8BYBCVPCZ3.SEARCH&ssid=l9r50c2n3k0000001609474539013
Helokuki Extra power Full bass Vvo Y17/Y15/Y12/Y90/Y3/Y19/Y5s/Y95/Y93 Wired Headset,3.5,₹298,₹999,70% off,https://www.flipkart.com/helokuki-extra-power-full-bass-vvo-y17-y15-y12-y90-y3-y19-y5s-y95-y93-wired-headset/p/itm177cf00937f0d?pid=ACCFPFU4G6RY3JSR&lid=LSTACCFPFU4G6RY3JSRUTOWIN&marketplace=FLIPKART&srno=b_8_288&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=04dc9d42-f7f4-42aa-82e0-2f8e8d139162.ACCFPFU4G6RY3JSR.SEARCH&ssid=l9r50c2n3k0000001609474539013
Zebronics Winner Wired Metallic Earphone With Mic Wired Headset,3.6,₹539,₹799,32% off,https://www.flipkart.com/zebronics-winner-wired-metallic-earphone-mic-headset/p/itmfd9ff3b9d5abf?pid=ACCFDVZ5MRDZY7RG&lid=LSTACCFDVZ5MRDZY7RGTVENDQ&marketplace=FLIPKART&srno=b_8_289&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=04dc9d42-f7f4-42aa-82e0-2f8e8d139162.ACCFDVZ5MRDZY7RG.SEARCH&ssid=l9r50c2n3k0000001609474539013
QOR9 WAVEBASS Bluetooth Headset,3.4,"₹1,899","₹2,999",36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_8_290&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_iY1r38YbGwCoa%2FW4h3tLu1KFRbcvDcj9hzA4K0d0UYr7echx2YaX2Njm11OHv3Av%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=l9r50c2n3k0000001609474539013
Zebronics Elegance Wired Headphone With Mic Wired Headset,3.7,₹659,₹999,34% off,https://www.flipkart.com/zebronics-elegance-wired-headphone-mic-headset/p/itm358a91ab5bda9?pid=ACCFDXQYF2EJ8RHK&lid=LSTACCFDXQYF2EJ8RHKWK9G9X&marketplace=FLIPKART&srno=b_8_291&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=04dc9d42-f7f4-42aa-82e0-2f8e8d139162.ACCFDXQYF2EJ8RHK.SEARCH&ssid=l9r50c2n3k0000001609474539013
CRICSHOW AP02 Original More Bass Earphone Wired Headset,2.8,₹249,₹599,58% off,https://www.flipkart.com/cricshow-ap02-original-more-bass-earphone-wired-headset/p/itm533c6790e946b?pid=ACCFVGUPZYDJFYYH&lid=LSTACCFVGUPZYDJFYYHJXGZOL&marketplace=FLIPKART&srno=b_9_321&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCFVGUPZYDJFYYH.SEARCH&ssid=40190kl7gg0000001609474547279
CRICSHOW vio best selling top attitude earphonne with mic Wired Headset Wired Headset,4.2,₹239,₹699,65% off,https://www.flipkart.com/cricshow-vio-best-selling-top-attitude-earphonne-mic-wired-headset/p/itm2c0e12fa704a3?pid=ACCFUFWHGYGCBQEP&lid=LSTACCFUFWHGYGCBQEPXNPBKW&marketplace=FLIPKART&srno=b_9_322&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCFUFWHGYGCBQEP.SEARCH&ssid=40190kl7gg0000001609474547279
Helokuki A31 / A5S / A9 / A5 / F15 Wired Headset,3.8,₹298,₹999,70% off,https://www.flipkart.com/helokuki-a31-a5s-a9-a5-f15-wired-headset/p/itm26de9c7b428b6?pid=ACCFSF9TGHZNUTXG&lid=LSTACCFSF9TGHZNUTXGR9MPFC&marketplace=FLIPKART&srno=b_9_323&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCFSF9TGHZNUTXG.SEARCH&ssid=40190kl7gg0000001609474547279
Olbon SPne 4 W Bluetooth  Speaker,4,₹373,"₹1,390",73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_9_324&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_WgC9P429TnxrUwU9Yyzldoge3x%2BihlZUO981S4NMLJvST6Cv5YpXrHUgYb0dzLwdpCTkhV96blXD18MVUO7AnA%3D%3D&ssid=40190kl7gg0000001609474547279
Barwa Wireless Boom Box Bluetooth Speaker – BS 07 4 W Bluetooth  Speaker,3,₹799,"₹2,499",68% off,https://www.flipkart.com/barwa-wireless-boom-box-bluetooth-speaker-bs-07-4-w/p/itmf9ac432576362?pid=ACCF5KD45HJQDH5T&lid=LSTACCF5KD45HJQDH5TBMMEMN&marketplace=FLIPKART&srno=b_9_325&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCF5KD45HJQDH5T.SEARCH&ssid=40190kl7gg0000001609474547279
CRICSHOW Original High Quality Wired Headset,4,₹249,₹399,37% off,https://www.flipkart.com/cricshow-original-high-quality-wired-headset/p/itm18082ef07ab92?pid=ACCFU7CH87XSHSF7&lid=LSTACCFU7CH87XSHSF7JUJO4X&marketplace=FLIPKART&srno=b_9_326&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCFU7CH87XSHSF7.SEARCH&ssid=40190kl7gg0000001609474547279
"CRICSHOW 2 Pack op_p ,vi.vo All mobiles supposed with stereo sound Wired Headset",3.5,₹299,₹999,70% off,https://www.flipkart.com/cricshow-2-pack-op-p-vi-vo-all-mobiles-supposed-stereo-sound-wired-headset/p/itm0308b190c05c8?pid=ACCFWMMNFUWUZZXZ&lid=LSTACCFWMMNFUWUZZXZTAN1NN&marketplace=FLIPKART&srno=b_9_327&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCFWMMNFUWUZZXZ.SEARCH&ssid=40190kl7gg0000001609474547279
CRICSHOW 2 Pack Compatible Handsfree 3.5mm Earphones For All Android Wired Headset,3.5,₹249,"₹1,499",83% off,https://www.flipkart.com/cricshow-2-pack-compatible-handsfree-3-5mm-earphones-all-android-wired-headset/p/itm4c74309878a0c?pid=ACCFVXHYGNPZAHEF&lid=LSTACCFVXHYGNPZAHEF5XANOW&marketplace=FLIPKART&srno=b_9_328&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCFVXHYGNPZAHEF.SEARCH&ssid=40190kl7gg0000001609474547279
"CRICSHOW J4 Plus,Note 8,A9,J2 Core,J6 Mobile Connected Wired Headset",3.5,₹239,₹999,76% off,https://www.flipkart.com/cricshow-j4-plus-note-8-a9-j2-core-j6-mobile-connected-wired-headset/p/itmfd4f575f40ade?pid=ACCFVZKHHTZQDTCT&lid=LSTACCFVZKHHTZQDTCTXWJLVH&marketplace=FLIPKART&srno=b_9_329&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCFVZKHHTZQDTCT.SEARCH&ssid=40190kl7gg0000001609474547279
QOR9 WAVEBASS Bluetooth Headset,3,"₹1,899","₹2,999",36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_9_330&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_WgC9P429TnxrUwU9Yyzldoge3x%2BihlZUO981S4NMLJtvX37JJL4JK6aVZVXYvYl7%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=40190kl7gg0000001609474547279
Envent Melody 500 25 W Home Theatre,3.6,"₹1,799","₹3,999",55% off,https://www.flipkart.com/envent-melody-500-25-w-home-theatre/p/itm82c0dd76f9b47?pid=ACCFKHCFEGNBAUXD&lid=LSTACCFKHCFEGNBAUXD2O4Z3O&marketplace=FLIPKART&srno=b_9_331&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCFKHCFEGNBAUXD.SEARCH&ssid=40190kl7gg0000001609474547279
RENMAX Bluetooth Music Bulb LED 6 W Bluetooth  Speaker,3.5,"₹1,039","₹1,799",42% off,https://www.flipkart.com/renmax-bluetooth-music-bulb-led-6-w-speaker/p/itma6786b6d304c1?pid=ACCFTURHURM4JN8G&lid=LSTACCFTURHURM4JN8GA3CRII&marketplace=FLIPKART&srno=b_9_332&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCFTURHURM4JN8G.SEARCH&ssid=40190kl7gg0000001609474547279
CRICSHOW 2 Pack Deep Bass Original YR4 3.5mm Wired Headset,3.7,₹299,₹999,70% off,https://www.flipkart.com/cricshow-2-pack-deep-bass-original-yr4-3-5mm-wired-headset/p/itmaade456976f9f?pid=ACCFVHWUKVGNDHYM&lid=LSTACCFVHWUKVGNDHYMGO2DSF&marketplace=FLIPKART&srno=b_9_333&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCFVHWUKVGNDHYM.SEARCH&ssid=40190kl7gg0000001609474547279
Helokuki All Smartphones Wired Headset,4.3,₹268,₹999,73% off,https://www.flipkart.com/helokuki-all-smartphones-wired-headset/p/itme8556d5d71655?pid=ACCFPG49WQHHYGSF&lid=LSTACCFPG49WQHHYGSF0SJJRF&marketplace=FLIPKART&srno=b_9_334&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCFPG49WQHHYGSF.SEARCH&ssid=40190kl7gg0000001609474547279
Deparq Real_me Narzo 20 Pro / Narzo 20 / Narzo 20 A / 7 Pro / 7 / 7i Wired Headset,3.6,₹289,₹999,71% off,https://www.flipkart.com/deparq-real-me-narzo-20-pro-7-7i-wired-headset/p/itmecfe9073cd260?pid=ACCFW8GXD8AB969S&lid=LSTACCFW8GXD8AB969SL16HUQ&marketplace=FLIPKART&srno=b_9_335&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=f2523b17-5712-47f8-aee1-977d5a269c7e.ACCFW8GXD8AB969S.SEARCH&ssid=40190kl7gg0000001609474547279
